imdb_title_id,title,year,genre,duration,country,director,production_company,budget,total_votes,median_vote,all18to29,all30to44,allover45,males,males18to29,males30to44,malesover45,females,females18to29,females30to44,femalesover45,rating_class
tt0294870,Rent,2005,Drama,135,USA,Chris Columbus,Rent Productions LLC,40000000,47157,8.0,7.1,6.8,6.5,6.5,6.7,6.5,6.4,7.4,7.5,7.3,7.0,Excellent
tt0295178,Austin Powers in Goldmember,2002,Action,94,USA,Jay Roach,New Line Cinema,63000000,187054,6.0,6.4,6.1,6.1,6.2,6.5,6.1,6.1,5.8,6.1,5.7,5.8,Good
tt0295238,Personal Velocity: Three Portraits,2002,Drama,86,USA,Rebecca Miller,Blue Magic Pictures,125000,3382,7.0,6.9,6.6,6.3,6.5,7.0,6.6,6.3,6.6,6.4,6.7,6.5,Good
tt0295289,A Guy Thing,2003,Comedy,101,USA,Chris Koch,Metro-Goldwyn-Mayer (MGM),20000000,16044,6.0,5.7,5.6,5.6,5.7,5.8,5.7,5.6,5.4,5.6,5.4,5.5,Good
tt0295427,The Master of Disguise,2002,Adventure,80,USA,Perry Andelin Blake,Revolution Studios,16000000,21108,3.0,3.7,3.1,3.2,3.2,3.5,3.0,3.1,4.1,4.5,3.7,4.0,Bad
tt0295701,xXx,2002,Action,124,USA,Rob Cohen,Revolution Studios,70000000,168051,6.0,6.0,5.8,5.9,5.8,6.0,5.7,5.9,6.0,6.1,5.9,6.3,Good
tt0295725,Time Changer,2002,Drama,95,USA,Rich Christiano,Christiano Film Group,825000,2143,6.0,5.9,5.0,5.2,5.1,6.0,4.9,5.0,5.9,5.8,5.7,6.2,Good
tt0296166,Real Women Have Curves,2002,Comedy,90,USA,Patricia Cardoso,HBO Films,3000000,6717,7.0,6.8,6.8,6.9,6.6,6.6,6.6,6.7,7.2,7.0,7.2,7.3,Good
tt0296572,The Chronicles of Riddick,2004,Action,119,USA,David Twohy,Universal Pictures,105000000,206685,7.0,6.7,6.6,6.8,6.7,6.7,6.6,6.8,6.9,7.0,6.8,7.0,Good
tt0296845,Little Secrets,2001,Comedy,96,USA,Blair Treu,Columbia TriStar Home Video,2500000,3001,7.0,6.4,6.3,6.4,6.4,6.4,6.3,6.4,6.4,6.4,6.4,6.5,Good
tt0297037,Brown Sugar,2002,Romance,109,USA,Rick Famuyiwa,Fox Searchlight Pictures,8000000,8079,7.0,6.7,6.5,6.2,6.3,6.5,6.3,5.9,6.8,6.8,6.7,6.8,Good
tt0298050,Manito,2002,Drama,78,USA,Eric Eason,Smashing Entertainment,24000,534,7.0,6.2,6.8,6.7,6.7,6.0,6.8,6.8,6.9,6.2,7.3,6.1,Good
tt0298130,The Ring,2002,Horror,115,USA,Gore Verbinski,DreamWorks,48000000,304094,7.0,7.0,7.1,7.1,7.1,7.0,7.1,7.1,7.0,7.0,7.0,7.1,Good
tt0298148,Shrek 2,2004,Animation,93,USA,Andrew Adamson,DreamWorks,150000000,392276,7.0,7.2,7.1,7.2,7.2,7.2,7.1,7.2,7.3,7.3,7.3,7.3,Good
tt0298744,Auto Focus,2002,Biography,105,USA,Paul Schrader,Focus Puller Inc.,7000000,12597,7.0,6.8,6.6,6.6,6.6,6.8,6.6,6.6,6.5,6.5,6.4,6.6,Good
tt0298798,Cherish,2002,Comedy,99,USA,Finn Taylor,3 Ring Circus Films,1500000,2593,7.0,6.9,6.7,6.6,6.5,6.2,6.6,6.5,7.3,7.6,7.2,7.1,Good
tt0299045,The Movie Hero,2003,Comedy,98,USA,Brad T. Gottfred,Elevation Properties,475000,767,7.0,7.1,6.7,5.5,6.2,6.7,6.5,5.3,7.2,8.5,7.4,6.3,Good
tt0299172,Home on the Range,2004,Animation,76,USA,Will Finn,Walt Disney Pictures,110000000,18417,6.0,5.3,5.3,5.5,5.2,5.1,5.2,5.4,5.7,5.7,5.6,5.8,Good
tt0299422,100 Mile Rule,2002,Comedy,98,USA,Brent Huff,Honeydo,1100000,671,6.0,6.0,5.5,5.7,5.6,6.3,5.6,5.6,5.5,5.3,5.1,5.9,Good
tt0299458,All the Real Girls,2003,Drama,108,USA,David Gordon Green,Jasmine Productions Inc.,2500000,10021,7.0,6.9,6.9,6.3,6.9,7.1,7.0,6.3,6.5,6.5,6.6,6.3,Good
tt0299930,Gigli,2003,Comedy,121,USA,Martin Brest,Revolution Studios,54000000,44952,1.0,2.6,2.4,2.7,2.5,2.5,2.4,2.7,2.7,3.1,2.5,2.7,Bad
tt0300051,Jersey Girl,2004,Comedy,102,USA,Kevin Smith,Miramax,35000000,60967,6.0,6.2,6.1,6.1,6.2,6.3,6.2,6.1,6.0,6.2,5.9,6.0,Good
tt0300556,Timeline,2003,Action,116,USA,Richard Donner,Paramount Pictures,80000000,58070,6.0,5.9,5.5,5.7,5.6,5.8,5.5,5.6,6.1,6.3,6.0,6.2,Good
tt0301470,Jeepers Creepers 2,2003,Horror,104,USA,Victor Salva,United Artists,17000000,55359,6.0,5.7,5.5,5.9,5.6,5.7,5.5,5.8,5.6,5.7,5.5,6.1,Good
tt0302886,Old School,2003,Comedy,88,USA,Todd Phillips,DreamWorks,24000000,206424,7.0,7.0,7.2,6.8,7.2,7.1,7.2,6.8,6.6,6.5,6.7,6.6,Good
tt0303313,The Business of Fancydancing,2002,Drama,103,USA,Sherman Alexie,FallsApart Productions,200000,481,8.0,7.2,6.1,6.6,6.3,7.6,5.9,6.5,7.0,6.5,7.2,7.0,Excellent
tt0303361,May,2002,Drama,93,USA,Lucky McKee,2 Loop Films,500000,31504,7.0,6.8,6.6,6.5,6.6,6.8,6.6,6.5,6.7,6.7,6.7,6.6,Good
tt0303714,Barbershop,2002,Comedy,102,USA,Tim Story,Metro-Goldwyn-Mayer (MGM),12000000,28225,7.0,6.4,6.2,6.4,6.2,6.4,6.1,6.3,6.4,6.5,6.3,6.7,Good
tt0303758,Betrayal,2003,Action,90,USA,Mark L. Lester,American World Pictures (AWP),750000,847,4.0,6.4,3.7,4.3,4.0,5.8,3.6,4.3,5.6,7.2,4.9,4.4,Bad
tt0303816,Cabin Fever,2002,Horror,93,USA,Eli Roth,Tonic Films,1500000,71062,6.0,5.7,5.6,5.6,5.6,5.7,5.6,5.5,5.6,5.6,5.6,5.7,Good
tt0303933,Drumline,2002,Comedy,118,USA,Charles Stone III,Fox 2000 Pictures,20000000,31990,6.0,6.0,5.6,6.0,5.7,5.9,5.5,5.8,6.1,6.3,5.9,6.4,Good
tt0304415,Mona Lisa Smile,2003,Drama,117,USA,Mike Newell,Revolution Studios,65000000,73654,7.0,6.9,6.3,6.4,6.2,6.5,6.1,6.3,6.8,7.0,6.7,6.7,Good
tt0304669,The Santa Clause 2,2002,Comedy,104,USA,Michael Lembeck,Walt Disney Pictures,65000000,45893,6.0,5.5,5.5,6.0,5.4,5.3,5.3,5.8,6.1,5.9,6.0,6.6,Good
tt0305224,Anger Management,2003,Comedy,106,USA,Peter Segal,Revolution Studios,75000000,194672,6.0,6.4,6.2,6.0,6.3,6.4,6.2,6.0,6.1,6.3,6.0,6.0,Good
tt0305357,Charlie's Angels: Full Throttle,2003,Action,106,USA,McG,Columbia Pictures,120000000,115061,5.0,5.1,4.7,4.9,4.7,4.9,4.6,4.9,5.4,5.7,5.2,5.4,Good
tt0305556,Evil Alien Conquerors,2003,Comedy,89,USA,Chris Matheson,Nada Pictures Inc.,500000,934,6.0,4.6,5.3,4.2,4.9,4.7,5.3,4.2,4.3,4.0,4.4,4.2,Good
tt0305669,Bringing Down the House,2003,Comedy,105,USA,Adam Shankman,Touchstone Pictures,33000000,33659,6.0,5.7,5.4,5.7,5.4,5.5,5.3,5.6,5.9,6.0,5.8,6.2,Good
tt0306069,The Singles Ward,2002,Comedy,102,USA,Kurt Hale,Halestorm Entertainment,500000,1257,7.0,6.7,6.5,6.0,6.3,6.5,6.3,5.7,7.2,7.3,7.0,7.6,Good
tt0306685,Cradle 2 the Grave,2003,Action,101,USA,Andrzej Bartkowiak,Warner Bros.,25000000,39668,6.0,6.1,5.7,5.6,5.8,6.1,5.7,5.6,6.0,6.5,5.9,5.7,Good
tt0306841,The Lizzie McGuire Movie,2003,Adventure,94,USA,Jim Fall,Walt Disney Pictures,17000000,33732,6.0,5.6,5.0,5.0,5.0,5.1,4.8,4.9,5.8,6.0,5.3,5.5,Good
tt0306947,Along the Way,2007,Drama,111,USA,Andrew Bowen,Dreadnought Films,1200000,250,10.0,6.8,6.4,4.9,6.2,6.8,6.9,4.9,4.5,9.2,3.8,4.3,Excellent
tt0307109,The Lost Skeleton of Cadavra,2001,Comedy,90,USA,Larry Blamire,Fragmighty,40000,4549,8.0,7.2,7.1,6.7,6.9,7.2,7.0,6.6,7.4,7.0,7.5,7.4,Excellent
tt0307292,An Ordinary Killer,2003,Thriller,113,USA,Anthony Hornus,Collective Development,350000,173,5.0,3.0,3.0,4.1,3.5,4.0,3.0,3.8,4.4,4.0,2.4,5.4,Good
tt0307453,Shark Tale,2004,Animation,90,USA,Bibo Bergeron,DreamWorks Animation,75000000,157782,6.0,6.0,5.9,5.9,5.9,5.9,5.9,5.9,6.2,6.3,6.1,6.3,Good
tt0307466,Sin,2003,Crime,107,USA,Michael Stevens,Singular Pictures,6500000,1698,5.0,4.6,4.6,4.7,4.6,4.6,4.6,4.7,4.6,4.8,4.5,4.5,Good
tt0307479,Solaris,2002,Drama,99,USA,Steven Soderbergh,Twentieth Century Fox,47000000,76271,6.0,6.2,6.2,6.2,6.2,6.3,6.2,6.2,5.9,6.0,5.8,6.0,Good
tt0307901,25th Hour,2002,Drama,135,USA,Spike Lee,25th Hour Productions,5000000,164139,8.0,7.7,7.6,7.4,7.6,7.7,7.7,7.4,7.6,7.6,7.6,7.5,Excellent
tt0308055,Bobby,2006,Biography,117,USA,Emilio Estevez,The Weinstein Company,14000000,40271,7.0,7.1,7.0,6.9,6.9,7.0,6.9,6.9,7.1,7.3,7.0,7.2,Good
tt0308411,Interview with the Assassin,2002,Drama,88,USA,Neil Burger,Interview Productions,750000,1730,7.0,6.7,6.5,6.4,6.5,6.6,6.5,6.4,6.6,6.6,6.5,6.7,Good
tt0308506,Like Mike,2002,Comedy,99,USA,John Schultz,Twentieth Century Fox,30000000,17907,5.0,5.5,4.8,5.0,5.1,5.4,4.7,4.9,5.5,5.7,5.2,5.8,Good
tt0309377,Blood Work,2002,Action,110,USA,Clint Eastwood,Malpaso Productions,50000000,40015,6.0,6.6,6.3,6.5,6.4,6.6,6.3,6.5,6.5,6.5,6.3,6.8,Good
tt0309521,The Dogwalker,2002,Drama,99,USA,Jacques Thelemaque,Bigfoot Entertainment,425000,139,8.0,10.0,5.6,7.3,6.7,1.2,5.3,7.0,8.0,10.0,6.1,9.0,Excellent
tt0309578,Extreme Dating,2005,Action,96,USA,Lorena David,Filmstar Productions Inc.,2500000,962,5.0,5.5,5.2,5.0,5.1,5.4,5.2,4.9,5.5,5.6,5.3,6.5,Good
tt0309698,Identity,2003,Mystery,90,USA,James Mangold,Columbia Pictures,28000000,213482,7.0,7.4,7.3,7.1,7.3,7.4,7.3,7.1,7.4,7.4,7.3,7.3,Good
tt0310315,The Violent Kind,2002,Drama,90,USA,Scott Morgan,The Viloent Kind Production,2300000,226,8.0,1.8,9.7,2.5,2.6,1.0,10.0,2.6,3.2,10.0,9.5,1.3,Excellent
tt0311113,Master and Commander: The Far Side of the World,2003,Action,138,USA,Peter Weir,Twentieth Century Fox,150000000,192157,8.0,7.5,7.3,7.5,7.4,7.5,7.3,7.5,7.2,7.3,7.0,7.6,Excellent
tt0311231,The Greenskeeper,2002,Comedy,90,USA,Kevin Greene,Ghost Man on Third Productions,80000,632,3.0,2.5,3.2,3.5,3.2,2.8,3.1,3.6,3.0,1.8,5.1,2.7,Bad
tt0311289,Holes,2003,Adventure,117,USA,Andrew Davis,Walt Disney Pictures,20000000,71731,7.0,7.1,6.8,6.9,6.9,7.1,6.8,6.8,7.3,7.4,7.2,7.3,Good
tt0311648,Pieces of April,2003,Comedy,80,USA,Peter Hedges,United Artists,300000,19475,7.0,7.1,6.9,7.0,7.0,7.2,7.0,7.0,7.0,6.9,6.9,7.3,Good
tt0311863,Stealing Sinatra,2003,Biography,96,USA,Ron Underwood,Showtime Networks,10000000,617,6.0,5.7,5.7,5.7,5.6,5.8,5.6,5.7,6.0,5.4,7.1,5.3,Good
tt0312305,Quantum Quest: A Cassini Space Odyssey,2010,Animation,45,USA,Harry 'Doc' Kloor,Jupiter 9 Productions,20000000,291,6.0,6.5,4.6,4.9,5.0,6.7,4.7,4.9,5.1,6.2,4.4,5.0,Good
tt0312528,The Cat in the Hat,2003,Adventure,82,USA,Bo Welch,Universal Pictures,109000000,47679,4.0,4.0,3.7,3.9,3.7,3.8,3.6,3.9,4.5,4.6,4.2,4.2,Bad
tt0313443,Out of Time,2003,Crime,105,USA,Carl Franklin,Metro-Goldwyn-Mayer (MGM),50000000,53843,7.0,6.6,6.5,6.5,6.5,6.6,6.5,6.5,6.5,6.6,6.4,6.6,Good
tt0313459,Paris,2003,Drama,98,USA,Ramin Niami,Sideshow Digital,2000000,305,5.0,5.0,3.8,4.2,3.9,4.9,3.7,4.1,4.6,9.0,4.8,4.4,Good
tt0313542,Runaway Jury,2003,Crime,127,USA,Gary Fleder,Regency Enterprises,60000000,86757,7.0,7.2,7.1,7.1,7.1,7.2,7.1,7.1,7.2,7.3,7.2,7.2,Good
tt0314166,Hey Arnold! The Movie,2002,Animation,76,USA,Tuck Tucker,Paramount Pictures,3000000,6022,6.0,6.0,5.8,5.3,5.8,6.0,5.7,5.3,6.2,6.3,6.1,5.6,Good
tt0314353,Tears of the Sun,2003,Action,121,USA,Antoine Fuqua,Cheyenne Enterprises,75000000,108383,7.0,6.9,6.6,6.6,6.6,6.8,6.6,6.6,6.7,7.1,6.6,6.6,Good
tt0314676,The Singing Detective,2003,Comedy,109,USA,Keith Gordon,Icon Productions,8000000,7907,6.0,5.8,5.5,5.5,5.5,5.7,5.5,5.4,5.8,6.1,5.7,5.9,Good
tt0315206,Ball & Chain,2004,Comedy,90,USA,Shiraz Jafri,Victory Productions,3200000,558,6.0,4.5,4.6,4.3,4.4,4.5,4.5,4.1,5.1,4.5,5.0,5.7,Good
tt0315327,Bruce Almighty,2003,Comedy,101,USA,Tom Shadyac,Spyglass Entertainment,81000000,352352,7.0,7.0,6.6,6.5,6.8,7.0,6.6,6.5,6.7,6.9,6.6,6.5,Good
tt0315411,Claustrophobia,2003,Horror,79,USA,Mark Tapio Kines,Cassava Films,95000,322,4.0,2.9,3.4,3.5,3.4,3.0,3.5,3.4,3.3,1.7,3.0,4.2,Bad
tt0315431,Constellation,2005,Drama,96,USA,Jordan Walker-Pearlman,Constellation LLC,7200000,499,4.0,3.8,3.5,4.1,3.3,3.8,3.1,3.5,4.7,3.7,4.3,5.3,Bad
tt0315733,21 Grams,2003,Crime,124,USA,Alejandro G. Iñárritu,This Is That Productions,20000000,215435,8.0,7.8,7.7,7.5,7.7,7.7,7.7,7.5,7.7,7.8,7.8,7.6,Excellent
tt0315824,The Big Bounce,2004,Comedy,88,USA,George Armitage,Shangri-La Entertainment,50000000,17218,5.0,5.0,4.9,4.9,4.9,5.1,4.9,4.9,4.7,4.6,4.6,4.9,Good
tt0315983,House of Sand and Fog,2003,Crime,126,USA,Vadim Perelman,DreamWorks,16500000,62612,8.0,7.6,7.5,7.5,7.5,7.6,7.6,7.5,7.5,7.5,7.5,7.7,Excellent
tt0316187,LolliLove,2004,Comedy,64,USA,Jenna Fischer,LolliLove Productions,2000,1319,7.0,6.5,6.2,5.9,6.3,6.7,6.3,6.0,5.7,5.8,5.7,5.5,Good
tt0316356,Open Range,2003,Action,139,USA,Kevin Costner,Touchstone Pictures,22000000,63235,8.0,7.4,7.3,7.6,7.4,7.4,7.4,7.6,7.3,7.4,7.1,7.7,Excellent
tt0316465,Radio,2003,Biography,109,USA,Michael Tollin,Revolution Studios,35000000,36828,7.0,7.0,6.8,7.0,6.8,6.9,6.7,6.9,7.3,7.3,7.2,7.5,Good
tt0316653,Spider's Web,2002,Crime,88,USA,Paul Levine,Mainline Releasing,1000000,619,4.0,4.7,4.1,4.5,4.3,4.7,4.1,4.4,4.6,5.3,4.4,5.8,Bad
tt0316654,Spider-Man 2,2004,Action,127,USA,Sam Raimi,Columbia Pictures,200000000,512364,7.0,7.4,7.2,7.3,7.3,7.4,7.2,7.3,6.9,7.0,6.8,7.1,Good
tt0316824,In Enemy Hands,2004,Drama,94,USA,Tony Giglio,Artisan Entertainment,5400000,3680,6.0,6.2,6.0,6.0,6.0,6.2,6.0,6.0,6.4,6.2,6.7,6.2,Good
tt0317079,And Then Came Summer,2000,Drama,82,USA,Jeff London,10% Productions,28000,403,5.0,4.4,4.5,4.9,4.7,4.6,4.6,4.9,4.5,4.4,4.0,6.0,Good
tt0317132,Because of Winn-Dixie,2005,Comedy,106,USA,Wayne Wang,Twentieth Century Fox,14000000,9892,7.0,6.3,6.2,6.6,6.1,6.0,6.1,6.4,6.7,6.6,6.6,7.0,Good
tt0317219,Cars,2006,Animation,117,USA,John Lasseter,Pixar Animation Studios,120000000,339641,7.0,7.1,7.1,7.3,7.1,7.1,7.1,7.3,7.1,7.0,7.1,7.4,Good
tt0317303,Daddy Day Care,2003,Comedy,92,USA,Steve Carr,Revolution Studios,60000000,60065,6.0,5.6,5.4,5.5,5.4,5.5,5.3,5.5,5.9,6.0,5.7,5.9,Good
tt0317640,The Hebrew Hammer,2003,Comedy,85,USA,Jonathan Kesselman,Intrinsic Value Films,2000000,4522,7.0,6.4,6.1,6.0,6.1,6.4,6.1,5.9,6.4,6.5,6.4,6.4,Good
tt0317705,The Incredibles,2004,Animation,115,USA,Brad Bird,Pixar Animation Studios,92000000,618395,8.0,8.0,7.9,8.1,8.0,8.1,7.9,8.1,7.8,7.9,7.7,8.0,Excellent
tt0318281,Air Marshal,2003,Action,90,USA,Alain Jakubowicz,Martien Holdings A.V.V.,500000,490,2.0,2.1,2.3,2.9,2.5,2.4,2.2,3.0,2.6,1.0,6.2,2.6,Bad
tt0318283,Alex & Emma,2003,Comedy,96,USA,Rob Reiner,Epsilon Motion Pictures,30000000,12648,6.0,5.8,5.5,5.5,5.6,5.8,5.5,5.5,5.6,5.9,5.5,5.6,Good
tt0318374,The Cooler,2003,Drama,101,USA,Wayne Kramer,ContentFilm,3200000,31330,7.0,6.9,6.9,7.1,7.0,6.9,6.9,7.0,6.9,6.7,6.7,7.2,Good
tt0318761,Thumbsucker,2005,Comedy,96,USA,Mike Mills,Bob Yari Productions,4000000,20167,7.0,6.7,6.6,6.5,6.6,6.7,6.6,6.4,6.6,6.7,6.5,6.7,Good
tt0318974,The Alamo,2004,Drama,137,USA,John Lee Hancock,Touchstone Pictures,107000000,18855,6.0,6.2,5.8,6.2,6.0,6.2,5.8,6.2,5.9,5.9,5.7,6.4,Good
tt0319061,Big Fish,2003,Adventure,125,USA,Tim Burton,Columbia Pictures,70000000,395590,8.0,8.1,8.0,7.6,8.0,8.0,8.0,7.6,8.1,8.2,8.1,7.7,Excellent
tt0319262,The Day After Tomorrow,2004,Action,124,USA,Roland Emmerich,Twentieth Century Fox,125000000,394218,7.0,6.6,6.3,6.4,6.4,6.5,6.3,6.4,6.7,6.8,6.6,6.8,Good
tt0319343,Elf,2003,Comedy,97,USA,Jon Favreau,New Line Cinema,33000000,195018,7.0,6.9,6.8,6.9,6.9,6.9,6.8,6.8,7.0,6.9,7.0,7.3,Good
tt0319524,How to Deal,2003,Comedy,101,USA,Clare Kilner,Focus Features,16000000,8961,6.0,6.0,5.5,5.4,5.3,5.6,5.3,5.3,5.9,6.1,5.8,5.7,Good
tt0320187,Nutbag,2000,Horror,80,USA,Nick Palumbo,Fright Flix Productions,40000,478,2.0,4.3,3.0,3.4,3.2,4.3,2.9,3.3,3.0,4.0,3.4,2.8,Bad
tt0320751,Warrior,2002,Action,97,USA,Will Harper,Palisades Productions,25000000,140,4.0,5.0,3.6,3.2,3.9,6.2,3.6,3.2,2.5,1.7,3.5,6.0,Bad
tt0321626,Centipede!,2004,Action,93,USA,Gregory Gieras,San Diego Films,500000,341,3.0,2.8,3.2,3.2,3.1,2.8,3.2,3.2,3.4,3.0,4.4,2.8,Bad
tt0322330,Freaky Friday,2003,Comedy,97,USA,Mark Waters,Casual Friday Productions,20000000,117428,6.0,6.2,6.0,6.2,5.9,5.9,5.9,6.2,6.4,6.4,6.3,6.6,Good
tt0322589,Honey,2003,Drama,94,USA,Bille Woodruff,Universal Pictures,18000000,41550,6.0,5.6,5.1,4.9,5.1,5.3,5.0,4.9,5.7,5.9,5.5,5.3,Good
tt0322621,Hey DJ,2003,Comedy,86,USA,Migel Delgado,Full Circle Studios,500000,597,9.0,5.6,7.5,6.8,6.5,5.4,6.7,5.8,8.8,6.0,9.0,8.0,Excellent
tt0322659,Northfork,2003,Drama,103,USA,Michael Polish,Paramount Classics,1900000,5154,7.0,7.1,6.4,6.1,6.3,7.3,6.4,6.1,6.5,6.0,6.7,6.4,Good
tt0322700,I Love Your Work,2003,Drama,111,USA,Adam Goldberg,Cyan Pictures,1650000,1726,5.0,6.1,5.4,5.0,5.2,5.8,5.3,5.0,5.7,7.0,5.7,5.0,Good
tt0323120,Loving Annabelle,2006,Drama,77,USA,Katherine Brooks,Big Easy Pictures,1000000,11244,7.0,6.4,6.3,6.3,6.0,6.1,6.0,6.0,6.6,6.5,6.7,6.9,Good
tt0323248,A Midsummer Night's Rave,2002,Drama,85,USA,Gil Cates Jr.,10 Cates Pictures,1500000,469,5.0,5.2,5.3,4.6,5.2,4.9,5.4,4.9,5.1,5.5,5.4,4.0,Good
tt0323261,Minimal Knowledge,2002,Drama,94,USA,Gregory J. Corrado,Corrado Schoner Productions,250000,102,9.5,8.5,3.5,4.0,4.1,7.0,3.3,4.1,4.6,10.0,10.0,2.3,Excellent
tt0323939,Shade,2003,Crime,101,USA,Damian Nieman,Cobalt Media Group,10000000,11697,7.0,6.5,6.4,6.2,6.3,6.5,6.4,6.2,6.3,6.5,6.2,6.3,Good
tt0324216,The Texas Chainsaw Massacre,2003,Horror,98,USA,Marcus Nispel,New Line Cinema,9500000,124960,6.0,6.2,6.2,6.1,6.2,6.2,6.2,6.1,6.2,6.2,6.1,6.0,Good
tt0324554,Wicker Park,2004,Drama,114,USA,Paul McGuigan,Metro-Goldwyn-Mayer (MGM),30000000,50889,7.0,7.3,7.0,6.5,7.0,7.3,7.0,6.5,7.1,7.3,7.0,6.5,Good
tt0325007,April's Shower,2003,Comedy,100,USA,Trish Doolan,ConQuest Entertainment,1000000,662,6.0,4.8,4.9,4.8,4.5,3.9,4.5,4.7,5.2,5.0,5.2,5.3,Good
tt0325258,Dickie Roberts: Former Child Star,2003,Comedy,98,USA,Sam Weisman,Paramount Pictures,17000000,13133,6.0,5.8,5.4,5.6,5.5,5.7,5.4,5.6,5.9,6.3,5.6,5.6,Good
tt0325537,Head of State,2003,Comedy,95,USA,Chris Rock,DreamWorks,35200000,17331,6.0,5.9,5.3,5.1,5.4,5.8,5.3,5.0,5.8,6.0,5.7,5.5,Good
tt0325950,El padrino,2004,Action,128,USA,Damian Chapa,El Padrino LLC,1750000,642,6.0,5.9,4.5,4.7,4.8,5.8,4.6,4.7,4.4,7.3,3.7,6.1,Good
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,2003,Action,143,USA,Gore Verbinski,Walt Disney Pictures,140000000,977307,8.0,8.2,7.9,7.7,8.0,8.2,7.9,7.6,8.2,8.3,8.1,8.0,Excellent
tt0326065,Rhinoceros Eyes,2003,Drama,92,USA,Aaron Woodley,Directors Program,1000000,656,7.0,7.1,6.5,6.2,6.4,7.4,6.4,6.1,6.8,6.9,6.6,7.0,Good
tt0326769,Biker Boyz,2003,Action,110,USA,Reggie Rock Bythewood,DreamWorks,24000000,12249,5.0,5.2,4.4,4.4,4.6,5.2,4.4,4.3,5.1,5.7,4.8,5.2,Good
tt0326806,Civil Brand,2002,Drama,95,USA,Neema Barnette,Mandalay Sports Entertainment,500000,654,6.0,6.3,5.1,4.7,4.7,5.1,4.9,4.3,6.1,7.4,5.6,6.0,Good
tt0326856,Envy,2004,Comedy,99,USA,Barry Levinson,DreamWorks,40000000,28959,5.0,5.0,4.8,4.7,4.8,5.1,4.8,4.7,4.8,4.8,4.7,4.9,Good
tt0326900,Good Boy!,2003,Comedy,87,USA,John Hoffman,Metro-Goldwyn-Mayer (MGM),18000000,3909,5.0,4.8,5.0,5.4,4.8,4.6,4.8,5.1,5.7,5.4,5.8,6.6,Good
tt0326965,In My Sleep,2010,Drama,104,USA,Allen Wolf,Morning Star Pictures,1000000,1909,6.0,5.6,5.6,5.4,5.5,5.7,5.5,5.3,5.6,5.5,5.7,5.6,Good
tt0327084,Over the Hedge,2006,Animation,83,USA,Tim Johnson,DreamWorks Animation,80000000,150677,7.0,6.6,6.8,6.8,6.7,6.6,6.8,6.8,6.7,6.6,6.8,6.9,Good
tt0327137,Secondhand Lions,2003,Comedy,111,USA,Tim McCanlies,New Line Cinema,30000000,49355,8.0,7.7,7.4,7.7,7.4,7.6,7.3,7.6,7.9,7.9,7.7,8.1,Excellent
tt0327162,The Stepford Wives,2004,Comedy,93,USA,Frank Oz,Paramount Pictures,90000000,57444,5.0,5.6,5.2,5.1,5.1,5.3,5.1,5.1,5.6,5.9,5.5,5.3,Good
tt0327247,The Whole Ten Yards,2004,Comedy,98,USA,Howard Deutch,Nine Yards Two Productions,40000000,52007,6.0,5.9,5.5,5.3,5.5,5.8,5.4,5.2,5.9,6.2,5.8,5.7,Good
tt0327554,Catwoman,2004,Action,104,USA,Pitof,Warner Bros.,100000000,104737,3.0,3.5,3.1,3.8,3.2,3.3,3.1,3.8,4.0,4.4,3.6,4.1,Bad
tt0327597,Coraline,2009,Animation,100,USA,Henry Selick,Focus Features,60000000,182464,8.0,7.8,7.6,7.5,7.6,7.8,7.6,7.5,7.8,7.8,7.7,7.6,Excellent
tt0327850,The Rundown,2003,Action,104,USA,Peter Berg,Columbia Pictures,85000000,97139,7.0,6.8,6.6,6.6,6.7,6.8,6.6,6.6,6.7,6.8,6.6,6.9,Good
tt0328077,Love Object,2003,Drama,88,USA,Robert Parigi,Base 12 Productions,1000000,3283,7.0,6.5,6.4,6.3,6.4,6.6,6.4,6.3,6.3,6.2,6.4,6.3,Good
tt0328099,Malibu's Most Wanted,2003,Comedy,86,USA,John Whitesell,Warner Bros.,15000000,17910,5.0,5.5,4.9,5.0,5.1,5.5,4.9,4.9,5.6,6.1,5.3,5.7,Good
tt0328875,Raising Genius,2004,Comedy,83,USA,Linda Voorhees,Bathroom Boy Productions LLC,250000,385,4.0,3.2,4.1,4.2,3.8,2.7,3.9,4.1,4.7,4.2,4.8,4.7,Bad
tt0328880,Brother Bear,2003,Animation,85,USA,Aaron Blaise,Walt Disney Feature Animation Florida,128000000,89176,7.0,6.9,6.6,6.5,6.6,6.7,6.5,6.4,7.2,7.3,7.0,6.9,Good
tt0329028,Dumb and Dumberer: When Harry Met Lloyd,2003,Comedy,85,USA,Troy Miller,New Line Cinema,19000000,35536,3.0,3.7,3.3,3.2,3.4,3.7,3.3,3.2,3.7,4.0,3.5,3.1,Bad
tt0329162,Devil's Pond,2003,Drama,92,USA,Joel Viertel,Davis Entertainment Filmworks,5000000,3668,6.0,5.7,5.3,5.4,5.2,5.5,5.2,5.2,5.8,6.0,5.6,5.9,Good
tt0329575,Seabiscuit,2003,Drama,140,USA,Gary Ross,Universal Pictures,87000000,63882,8.0,7.2,7.2,7.5,7.2,7.2,7.2,7.4,7.4,7.3,7.2,7.8,Excellent
